topic,title,subject
medical,Using a bag of Words for Automatic Medical Image Annotation with a   Latent Semantic,"We present in this paper a new approach for the automatic annotation of medical images, using the approach of ""bag-of-words"" to represent the visual content of the medical image combined with text descriptors based approach tf.idf and reduced by latent semantic to extract the co-occurrence between terms and visual terms. A medical report is composed of a text describing a medical image. First, we are interested to index the text and extract all relevant terms using a thesaurus containing MeSH medical concepts. In a second phase, the medical image is indexed while recovering areas of interest which are invariant to change in scale, light and tilt. To annotate a new medical image, we use the approach of ""bagof-words"" to recover the feature vector. Indeed, we use the vector space model to retrieve similar medical image from the database training. The calculation of the relevance value of an image to the query image is based on the cosine function. We conclude with an experiment carried out on five types of radiological imaging to evaluate the performance of our system of medical annotation. The results showed that our approach works better with more images from the radiology of the skull."
medical,Web-based Database Management to support Telemedicine System,"The transfer of the medical care services to the patient, rather than the transport of the patient to the medical services providers is aim of the project. This is achieved by using web-based applications including Modern Medical Informatics Services which is easier, faster and less expensive. The required system implements the suitable informatics and electronics solutions efficiently for the Tele-medicine care. We proposed an approach to manage different multimedia medical databases in the telemedicine system. In order to be efficiently and effectively manage, search, and display database information, we define an information package for both of doctor and patient as a concise data set of their medical information from each visit. The methodology for accessing various types of medical records will be provided, also we will design two web-based interfaces, high-quality data and display for many medical service purposes."
medical,EMP Needs of Medical Undergraduates in a Saudi Context,"Needs analysis (NA) is an information gathering process (Nunan 1988) that is executed to identify the learners reasons for learning a language so that they might be taught the relevant teaching materials. This study was undertaken at College of Medicine and Medical Sciences (CMMS), Taif University during the academic year 2008 to identify English for Medical Purposes (EMP) needs of the medical undergraduates. Multiple methods of data collection such as exploratory interviews, observations and a questionnaire were used to find out their linguistic needs and the data were triangulated to validate the findings. The findings offered significant insights in selecting suitable course contents to teach English to freshmen medical undergraduates of CMMS. It has been reported that 1) the students lacked the required level of English language proficiency, 2) they needed reading and speaking skills more than others and 3) the data analysis also helped identify the most important language tasks in the context of CMMS. Both populations; the faculty members and the medical undergraduates, recommended that English contact hours should be increased and that EMP should be emphasized more instead of EAP to prepare the learners for their medical studies"
medical,Block Based Medical Image Watermarking Technique for Tamper Detection   and Recovery,"In this paper, we propose a novel fragile block based medical image watermarking technique for embedding data of patient into medical image, verifying the integrity of ROI (Region of Interest), detecting the tampered blocks inside ROI and recovering original ROI with less size authentication and recovery data and with simple mathematical calculations. In the proposed method, the medical image is divided into three regions called ROI, RONI (Region of Non Interest) and border pixels. Later, authentication data of ROI and Electronic Patient Record (EPR) are compressed using Run Length Encoding (RLE) technique and then embedded into ROI. Recovery information of ROI is embedded inside RONI and information of ROI is embedded inside border pixels. Results of experiments conducted on several medical images reveal that proposed method produces high quality watermarked medical images, identifies tampered areas inside ROI of watermarked medical images and recovers the original ROI."
medical,Adaptive Reversible Watermarking Based on Linear Prediction for Medical   Videos,"Reversible video watermarking can guarantee that the original watermark and the original frame can be recovered from the watermarked frame without any distortion. Although reversible video watermarking has successfully been applied in multimedia, but its application has not been extensively explored in medical videos. Reversible watermarking in medical videos is still a challenging problem. The existing reversible video watermarking algorithms, which are based on error prediction expansion, use motion vectors for prediction. In this study, we propose an adaptive reversible watermarking method for medical videos. We suggest to use temporal correlations for improving the prediction accuracy. Hence, two temporal neighbor pixels in upcoming frames are used alongside the four spatial rhombus neighboring pixels to minimize the prediction error. To the best of our knowledge, this is the first time this method is applied for medical videos. The method helps to protect patients' personal and medical information by watermarking, i.e. increase the security of Health Information Systems (HIS). Experimental results demonstrate a high quality watermarking based on PSNR metric and a large capacity for data hiding on medical videos."
medical,Summarization from Medical Documents: A Survey,"Objective:   The aim of this paper is to survey the recent work in medical documents summarization.   Background:   During the last decade, documents summarization got increasing attention by the AI research community. More recently it also attracted the interest of the medical research community as well, due to the enormous growth of information that is available to the physicians and researchers in medicine, through the large and growing number of published journals, conference proceedings, medical sites and portals on the World Wide Web, electronic medical records, etc.   Methodology:   This survey gives first a general background on documents summarization, presenting the factors that summarization depends upon, discussing evaluation issues and describing briefly the various types of summarization techniques. It then examines the characteristics of the medical domain through the different types of medical documents. Finally, it presents and discusses the summarization techniques used so far in the medical domain, referring to the corresponding systems and their characteristics.   Discussion and conclusions:   The paper discusses thoroughly the promising paths for future research in medical documents summarization. It mainly focuses on the issue of scaling to large collections of documents in various languages and from different media, on personalization issues, on portability to new sub-domains, and on the integration of summarization technology in practical applications"
medical,Prospective Study for Semantic Inter-Media Fusion in Content-Based   Medical Image Retrieval,"One important challenge in modern Content-Based Medical Image Retrieval (CBMIR) approaches is represented by the semantic gap, related to the complexity of the medical knowledge. Among the methods that are able to close this gap in CBMIR, the use of medical thesauri/ontologies has interesting perspectives due to the possibility of accessing on-line updated relevant webservices and to extract real-time medical semantic structured information. The CBMIR approach proposed in this paper uses the Unified Medical Language System's (UMLS) Metathesaurus to perform a semantic indexing and fusion of medical media. This fusion operates before the query processing (retrieval) and works at an UMLS-compliant conceptual indexing level. Our purpose is to study various techniques related to semantic data alignment, preprocessing, fusion, clustering and retrieval, by evaluating the various techniques and highlighting future research directions. The alignment and the preprocessing are based on partial text/image retrieval feedback and on the data structure. We analyze various probabilistic, fuzzy and evidence-based approaches for the fusion process and different similarity functions for the retrieval process. All the proposed methods are evaluated on the Cross Language Evaluation Forum's (CLEF) medical image retrieval benchmark, by focusing also on a more homogeneous component medical image database: the Pathology Education Instructional Resource (PEIR)."
medical,Medical Concept Representation Learning from Electronic Health Records   and its Application on Heart Failure Prediction,"Objective: To transform heterogeneous clinical data from electronic health records into clinically meaningful constructed features using data driven method that rely, in part, on temporal relations among data. Materials and Methods: The clinically meaningful representations of medical concepts and patients are the key for health analytic applications. Most of existing approaches directly construct features mapped to raw data (e.g., ICD or CPT codes), or utilize some ontology mapping such as SNOMED codes. However, none of the existing approaches leverage EHR data directly for learning such concept representation. We propose a new way to represent heterogeneous medical concepts (e.g., diagnoses, medications and procedures) based on co-occurrence patterns in longitudinal electronic health records. The intuition behind the method is to map medical concepts that are co-occuring closely in time to similar concept vectors so that their distance will be small. We also derive a simple method to construct patient vectors from the related medical concept vectors. Results: For qualitative evaluation, we study similar medical concepts across diagnosis, medication and procedure. In quantitative evaluation, our proposed representation significantly improves the predictive modeling performance for onset of heart failure (HF), where classification methods (e.g. logistic regression, neural network, support vector machine and K-nearest neighbors) achieve up to 23% improvement in area under the ROC curve (AUC) using this proposed representation. Conclusion: We proposed an effective method for patient and medical concept representation learning. The resulting representation can map relevant concepts together and also improves predictive modeling performance."
medical,Predicting Discharge Medications at Admission Time Based on Deep   Learning,"Predicting discharge medications right after a patient being admitted is an important clinical decision, which provides physicians with guidance on what type of medication regimen to plan for and what possible changes on initial medication may occur during an inpatient stay. It also facilitates medication reconciliation process with easy detection of medication discrepancy at discharge time to improve patient safety. However, since the information available upon admission is limited and patients' condition may evolve during an inpatient stay, these predictions could be a difficult decision for physicians to make. In this work, we investigate how to leverage deep learning technologies to assist physicians in predicting discharge medications based on information documented in the admission note. We build a convolutional neural network which takes an admission note as input and predicts the medications placed on the patient at discharge time. Our method is able to distill semantic patterns from unstructured and noisy texts, and is capable of capturing the pharmacological correlations among medications. We evaluate our method on 25K patient visits and compare with 4 strong baselines. Our methods demonstrate a 20% increase in macro-averaged F1 score than the best baseline."
medical,Energy degrader optimization for medical beam lines,"This paper describes the optimization of a variable energy degrader design for the Midwest Proton Radiotherapy Institute (MPRI) [1]. To optimize the energy degrader design we investigate the choice of an optimal material for the degrader, the beam emittance growth in the degrader, and the matching of the degraded beam with the acceptance of a medical beam line."
medical,Medical Image Denoising using Adaptive Threshold Based on Contourlet   Transform,Image denoising has become an essential exercise in medical imaging especially the Magnetic Resonance Imaging (MRI). This paper proposes a medical image denoising algorithm using contourlet transform. Numerical results show that the proposed algorithm can obtained higher peak signal to noise ratio (PSNR) than wavelet based denoising algorithms using MR Images in the presence of AWGN.
medical,L2-optimal image interpolation and its applications to medical imaging,"Digital medical images are always displayed scaled to fit particular view. Interpolation is responsible for this scaling, and if not done properly, can significantly degrade diagnostic image quality. However, theoretically-optimal interpolation algorithms may also be the most time-consuming and impractical. We propose a new approach, adapted to the needs of digital medical imaging, to combine high interpolation speed and superior L2-optimal image quality."
medical,Medical Synonym Extraction with Concept Space Models,"In this paper, we present a novel approach for medical synonym extraction. We aim to integrate the term embedding with the medical domain knowledge for healthcare applications. One advantage of our method is that it is very scalable. Experiments on a dataset with more than 1M term pairs show that the proposed approach outperforms the baseline approaches by a large margin."
medical,Electronic Medication Prescribing Support System for Diagnosing Tropical   Diseases,This paper presents the development of an e-prescription system for diagnosing tropical diseases.Results after testing the developed system by medical experts indicated that the e-prescription systems is more efficient and less susceptible to common errors associated with the conventional handwritten medical prescription and can also go a long way to help to improve patients health outcome in the health industry especially in the tropics.
medical,Medical image reconstruction: a brief overview of past milestones and   future directions,"This paper briefly reviews past milestones in the field of medical image reconstruction and describes some future directions. It is part of an overview paper on ""open problems in signal processing"" that will appear in IEEE Signal Processing Magazine, but presented here with citations and equations."
medical,Behavior Trees as a Representation for Medical Procedures,"Behavior trees (BTs) emerged from video game development as a graphical language for modeling intelligent agent behavior. BTs have several properties which are attractive for modeling medical procedures including human-readability, authoring tools, and composability. This paper will illustrate construction of BTs for exemplary medical procedures. We are pleased to acknowledge support from National Science Foundation grant #IIS-1637444 and collaborations on that project with Johns Hopkins University and Worcester Polytechnic Institute."
medical,Using Hausdorff Distance for New Medical Image Annotation,"Medical images annotation is most of the time a repetitive hard task. Collecting old similar annotations and assigning them to new medical images may not only enhance the annotation process, but also reduce ambiguity caused by repetitive annotations. The goal of this work is to propose an approach based on Hausdorff distance able to compute similarity between a new medical image and old stored images. User has to choose then one of the similar images and annotations related to the selected one are assigned to the new one."
medical,Generation of Medical X-ray and Terahertz Beams of Radiation Using   Table-Top Accelerators,Theoretical and experimental studies of PXR and diffracted radiation of an oscillator in crystals combined with the development of VFEL generators with photonic crystals give a promising basis for creation of X-ray and THz sources using the same table-top accelerator. Multi-modal medical facility can be developed on the basis of one dedicated table-top electron accelerator of some tens of MeV energy. Such a system could find a lot of applications in medical practice and biomedical investigations.
medical,"Medical diagnosis as pattern recognition in a framework of information   compression by multiple alignment, unification and search",This paper describes a novel approach to medical diagnosis based on the SP theory of computing and cognition. The main attractions of this approach are: a format for representing diseases that is simple and intuitive; an ability to cope with errors and uncertainties in diagnostic information; the simplicity of storing statistical information as frequencies of occurrence of diseases; a method for evaluating alternative diagnostic hypotheses that yields true probabilities; and a framework that should facilitate unsupervised learning of medical knowledge and the integration of medical diagnosis with other AI applications.
medical,Medical Applications,"The use of a ccelerators for medical applications has evolved from initial experimentation to turn-key devices commonly operating in hospitals. New applications are continuously being developed around the world, and the hadrontherapy facilities of the newest generation are placed at the frontier between industrial production and advanced R&D. An introduction to the different medical application accelerators is followed by a description of the hadrontherapy facilities, with special emphasis on CNAO, and the report closes with a brief outlook on the future of this field."
medical,A Graph Framework for Multimodal Medical Information Processing,"Multimodal medical information processing is currently the epicenter of intense interdisciplinary research, as proper data fusion may lead to more accurate diagnoses. Moreover, multimodality may disambiguate cases of co-morbidity. This paper presents a framework for retrieving, analyzing, and storing medical information as a multilayer graph, an abstract format suitable for data fusion and further processing. At the same time, this paper addresses the need for reliable medical information through co-author graph ranking. A use case pertaining to frailty based on Python and Neo4j serves as an illustration of the proposed framework."
medical,Bridging Medical Data Inference to Achilles Tendon Rupture   Rehabilitation,"Imputing incomplete medical tests and predicting patient outcomes are crucial for guiding the decision making for therapy, such as after an Achilles Tendon Rupture (ATR). We formulate the problem of data imputation and prediction for ATR relevant medical measurements into a recommender system framework. By applying MatchBox, which is a collaborative filtering approach, on a real dataset collected from 374 ATR patients, we aim at offering personalized medical data imputation and prediction. In this work, we show the feasibility of this approach and discuss potential research directions by conducting initial qualitative evaluations."
medical,Towards Semantic Modeling of Contradictions and Disagreements: A Case   Study of Medical Guidelines,"We introduce a formal distinction between contradictions and disagreements in natural language texts, motivated by the need to formally reason about contradictory medical guidelines. This is a novel and potentially very useful distinction, and has not been discussed so far in NLP and logic. We also describe a NLP system capable of automated finding contradictory medical guidelines; the system uses a combination of text analysis and information retrieval modules. We also report positive evaluation results on a small corpus of contradictory medical recommendations."
medical,Comment: Causal Inference in the Medical Area,Comment on Causal Inference in the Medical Area [math.ST/0612783]
medical,Proposal of a method for detecting dull images,Arguments are proposed which show how images hardly perceptible as hided in a clouding backgound can be revealed utilizing special patterns drawn by means of a simple mathematical procedure. Possible applications might be found in medical radiology.
medical,Distributed Object Medical Imaging Model,"Digital medical informatics and images are commonly used in hospitals today,. Because of the interrelatedness of the radiology department and other departments, especially the intensive care unit and emergency department, the transmission and sharing of medical images has become a critical issue. Our research group has developed a Java-based Distributed Object Medical Imaging Model(DOMIM) to facilitate the rapid development and deployment of medical imaging applications in a distributed environment that can be shared and used by related departments and mobile physiciansDOMIM is a unique suite of multimedia telemedicine applications developed for the use by medical related organizations. The applications support realtime patients' data, image files, audio and video diagnosis annotation exchanges. The DOMIM enables joint collaboration between radiologists and physicians while they are at distant geographical locations. The DOMIM environment consists of heterogeneous, autonomous, and legacy resources. The Common Object Request Broker Architecture (CORBA), Java Database Connectivity (JDBC), and Java language provide the capability to combine the DOMIM resources into an integrated, interoperable, and scalable system. The underneath technology, including IDL ORB, Event Service, IIOP JDBC/ODBC, legacy system wrapping and Java implementation are explored. This paper explores a distributed collaborative CORBA/JDBC based framework that will enhance medical information management requirements and development. It encompasses a new paradigm for the delivery of health services that requires process reengineering, cultural changes, as well as organizational changes"
medical,A Model of OpenEHR Based Electronic Medical Record In Indonesia,"For the realization of the vision and mission of Healthy Indonesia 2015, we need a health service with a broad and comprehensive scope.To provide health services, it can be realized by creating an integrated information system applications such as creating an electronic medical record that has the ability to process and store patient medical data. The specifications used medical record is an open specification contained in OpenEHR that includes information and service model for electronic medical records, demographics, and the archetype which allows software developers taking the logical structure as a universal functional interface, so it can facilitate the process of information by the recipient. It is because of using the interface with appropriate-purposed data presentation and data on computer screen of the same users. The purpose of this paper is to create an electronic website for the medical record by using OpenEHR specifications for easy accessing, processing and storing the medical records by the actors that play a role in the data processing of medical records. With this application it is expected to be useful for data processing and health information gathering, thus to improve the quality of services that will impact the improved performance of the hospital management. The improved performance of the hospital management will become a supporter of the vision and mission Healthy Indonesia 2015."
medical,Empirical estimates suggest most published medical research is true,"The accuracy of published medical research is critical both for scientists, physicians and patients who rely on these results. But the fundamental belief in the medical literature was called into serious question by a paper suggesting most published medical research is false. Here we adapt estimation methods from the genomics community to the problem of estimating the rate of false positives in the medical literature using reported P-values as the data. We then collect P-values from the abstracts of all 77,430 papers published in The Lancet, The Journal of the American Medical Association, The New England Journal of Medicine, The British Medical Journal, and The American Journal of Epidemiology between 2000 and 2010. We estimate that the overall rate of false positives among reported results is 14% (s.d. 1%), contrary to previous claims. We also find there is not a significant increase in the estimated rate of reported false positive results over time (0.5% more FP per year, P = 0.18) or with respect to journal submissions (0.1% more FP per 100 submissions, P = 0.48). Statistical analysis must allow for false positives in order to make claims on the basis of noisy data. But our analysis suggests that the medical literature remains a reliable record of scientific progress."
medical,Utilizing RxNorm to Support Practical Computing Applications: Capturing   Medication History in Live Electronic Health Records,"RxNorm was utilized as the basis for direct-capture of medication history data in a live EHR system deployed in a large, multi-state outpatient behavioral healthcare provider in the United States serving over 75,000 distinct patients each year across 130 clinical locations. This tool incorporated auto-complete search functionality for medications and proper dosage identification assistance. The overarching goal was to understand if and how standardized terminologies like RxNorm can be used to support practical computing applications in live EHR systems. We describe the stages of implementation, approaches used to adapt RxNorm's data structure for the intended EHR application, and the challenges faced. We evaluate the implementation using a four-factor framework addressing flexibility, speed, data integrity, and medication coverage. RxNorm proved to be functional for the intended application, given appropriate adaptations to address high-speed input/output (I/O) requirements of a live EHR and the flexibility required for data entry in multiple potential clinical scenarios. Future research around search optimization for medication entry, user profiling, and linking RxNorm to drug classification schemes holds great potential for improving the user experience and utility of medication data in EHRs."
medical,Inferring Conceptual Relationships When Ranking Patients,"Searching patients based on the relevance of their medical records is challenging because of the inherent implicit knowledge within the patients' medical records and queries. Such knowledge is known to the medical practitioners but may be hidden from a search system. For example, when searching for the patients with a heart disease, medical practitioners commonly know that patients who are taking the amiodarone medicine are relevant, since this drug is used to combat heart disease. In this article, we argue that leveraging such implicit knowledge improves the retrieval effectiveness, since it provides new evidence to infer the relevance of patients' medical records towards a query. Specifically, built upon existing conceptual representation for both medical records and queries, we proposed a novel expansion of queries that infers additional conceptual relationships from domain-specific resources as well as by extracting informative concepts from the top-ranked patients' medical records. We evaluate the retrieval effectiveness of our proposed approach in the context of the TREC 2011 and 2012 Medical Records track. Our results show the effectiveness of our approach to model the implicit knowledge in patient search, whereby the retrieval performance is significantly improved over both an effective conceptual representation baseline and an existing semantic query expansion baseline. In addition, we provide an analysis of the types of queries that the proposed approach is likely to be effective."
medical,Medical Image Retrieval Based On the Parallelization of the Cluster   Sampling Algorithm,In this paper we develop parallel cluster sampling algorithms and show that a multi-chain version is embarrassingly parallel and can be used efficiently for medical image retrieval among other applications.
medical,EMR-based medical knowledge representation and inference via Markov   random fields and distributed representation learning,"Objective: Electronic medical records (EMRs) contain an amount of medical knowledge which can be used for clinical decision support (CDS). Our objective is a general system that can extract and represent these knowledge contained in EMRs to support three CDS tasks: test recommendation, initial diagnosis, and treatment plan recommendation, with the given condition of one patient. Methods: We extracted four kinds of medical entities from records and constructed an EMR-based medical knowledge network (EMKN), in which nodes are entities and edges reflect their co-occurrence in a single record. Three bipartite subgraphs (bi-graphs) were extracted from the EMKN to support each task. One part of the bi-graph was the given condition (e.g., symptoms), and the other was the condition to be inferred (e.g., diseases). Each bi-graph was regarded as a Markov random field to support the inference. Three lazy energy functions and one parameter-based energy function were proposed, as well as two knowledge representation learning-based energy functions, which can provide a distributed representation of medical entities. Three measures were utilized for performance evaluation. Results: On the initial diagnosis task, 80.11% of the test records identified at least one correct disease from top 10 candidates. Test and treatment recommendation results were 87.88% and 92.55%, respectively. These results altogether indicate that the proposed system outperformed the baseline methods. The distributed representation of medical entities does reflect similarity relationships in regards to knowledge level. Conclusion: Combining EMKN and MRF is an effective approach for general medical knowledge representation and inference. Different tasks, however, require designing their energy functions individually."
medical,The Enemy Within: The Emerging Threats to Healthcare from Malicious   Mobile Devices,"With the proliferation of wireless networks, mobile devices and medical devices are increasingly being equipped with wireless interfaces, such as Bluetooth and WiFi to allow easy access to and control of the medical devices. Unfortunately, the very presence and usage of such interfaces also expose the medical devices to novel attacks from malicious parties. The emerging threat from malicious mobile devices is significant and severe, since attackers can steal confidential data from a patient's medical device. Also, attackers can compromise the medical device and either feed doctors bad data from it or issue potentially fatal commands to the device, which may even result in the death of the patient. As the mobile devices are often at close proximity to the patient (either in the hospital or home settings), attacks from such devices are hard to prevent. In this paper, we present a systematic analysis of this new threat from mobile devices on medical devices and healthcare infrastructure. We also perform a thorough security analysis of a major hospital and uncover potential vulnerabilities. Finally, we propose a set of potential solutions and defenses against such attacks."
medical,Fast multi-scale edge-detection in medical ultrasound signals,"In this article we suggest a fast multi-scale edge-detection scheme for medical ultrasound signals. The edge-detector is based on well-known properties of the continuous wavelet trans- form. To achieve both good localization of edges and detect only significant edges, we study the maxima-lines of the wavelet transform. One can obtain the maxima-lines between two scales by computing the wavelet transform at several intermediate scales. To reduce computational effort and time we suggest a time-scale filtering procedure which uses only few scales to connect modulus-maxima across time-scale plane. The design of this procedure is based on a study of maxima-lines corresponding to edges typical for medical ultrasound signals. This study allows us to construct an algorithm for medical ultrasound signals which meets the demand for speed, but not on expense of reliability. The edge-detection algorithm has been applied to a large class of medical ultrasound sig- nals including tumour-, liver- and artery-images. Our results show that the proposed algorithm effectively detects major features in such signals, including edges with low contrast."
medical,Development of an Android Application for an Electronic Medical Record   System in an Outpatient Environment for Healthcare in Fiji,The outpatients department in a developing country is typically understaffed and inadequately equipped to handle a large numbers of patients filing through on an average day. The use of electronic medical record (EMR) systems can resolve some of the longstanding medical inefficiencies common in developing countries. This paper presents the design and implementation of a proposed outpatient management system that enables efficient management of a patient's medical details. We present a system to create appointments with medical practitioners by integrating a proposed Android-based mobile application with a selected open source EMR system. The application allows both the patient and the medical practitioners to manage appointments and make use of the electronic messaging facility to send reminders when the appointed time is approaching in real-time. A mobile application prototype is developed and the road map for implementation is also discussed.
medical,A Fresnelet-Based Encryption of Medical Images using Arnold Transform,"Medical images are commonly stored in digital media and transmitted via Internet for certain uses. If a medical information image alters, this can lead to a wrong diagnosis which may create a serious health problem. Moreover, medical images in digital form can easily be modified by wiping off or adding small pieces of information intentionally for certain illegal purposes. Hence, the reliability of medical images is an important criterion in a hospital information system. In this paper, Fresnelet transform is employed along with appropriate handling of the Arnold transform and the discrete cosine transform to provide secure distribution of medical images. This method presents a new data hiding system in which steganography and cryptography are used to prevent unauthorized data access. The experimental results exhibit high imperceptibility for embedded images and significant encryption of information images."
medical,An Integrated Method of Data Hiding and Compression of Medical Images,"A new technique for embedding data into an image coupled with compression has been proposed in this paper. A fast and efficient coding algorithms are needed for effective storage and transmission, due to the popularity of telemedicine and the use of digital medical images. Medical images are produced and transferred between hospitals for review by physicians who are geographically apart. Such image data need to be stored for future reference of patients as well. This necessitates compact storage of medical images before being transmitted over Internet. Moreover, as the patient information is also embedded within the medical images, it is very important to maintain the confidentiality of patient data. Hence, this article aims at hiding patient information as well, within the medical image followed by joint compression. The hidden data and the host image are absolutely recoverable from the embedded image without any loss."
medical,Automatic symmetry based cluster approach for anomalous brain   identification in PET scan image : An Analysis,"Medical image segmentation is referred to the segmentation of known anatomic structures from different medical images. Normally, the medical data researches are more complicated and an exclusive structures. This computer aided diagnosis is used for assisting doctors in evaluating medical imagery or in recognizing abnormal findings in a medical image. To integrate the specialized knowledge for medical data processing is helpful to form a real useful healthcare decision making system. This paper studies the different symmetry based distances applied in clustering algorithms and analyzes symmetry approach for Positron Emission Tomography (PET) scan image segmentation. Unlike CT and MRI, the PET scan identifies the structure of blood flow to and from organs. PET scan also helps in early diagnosis of cancer and heart, brain and gastro intestinal ailments and to detect the progress of treatment. In this paper, the scope diagnostic task expands for PET image in various brain functions."
medical,A Content Creation and Protection Scheme for Medical Images,"Medical images contain metadata information on where, when, and how an image was acquired, and the majority of this information is stored as pixel data. Image feature descriptions are often captured only as free text stored in the image file or in the hospital information system. Correlations between the free text and the location of the feature are often inaccurate, making it difficult to link image observations to their corresponding image locations. This limits the interpretation of image data from a clinical, research, and academic standpoint. An efficient medical image protection design should allow for compatibility, usability, and privacy. This paper proposes a medical-content creation and protection scheme that contains a) a DICOM-compatible multimedia annotation scheme for medical content creation; b) a DICOM-compatible partial DRM scheme for medical record transmission under this scheme, authorized users can view only information to which they have been granted to access."
medical,Using MapReduce for Large-scale Medical Image Analysis,"The growth of the amount of medical image data produced on a daily basis in modern hospitals forces the adaptation of traditional medical image analysis and indexing approaches towards scalable solutions. The number of images and their dimensionality increased dramatically during the past 20 years. We propose solutions for large-scale medical image analysis based on parallel computing and algorithm optimization. The MapReduce framework is used to speed up and make possible three large-scale medical image processing use-cases: (i) parameter optimization for lung texture segmentation using support vector machines, (ii) content-based medical image indexing, and (iii) three-dimensional directional wavelet analysis for solid texture classification. A cluster of heterogeneous computing nodes was set up in our institution using Hadoop allowing for a maximum of 42 concurrent map tasks. The majority of the machines used are desktop computers that are also used for regular office work. The cluster showed to be minimally invasive and stable. The runtimes of each of the three use-case have been significantly reduced when compared to a sequential execution. Hadoop provides an easy-to-employ framework for data analysis tasks that scales well for many tasks but requires optimization for specific tasks."
medical,Multi-layer Representation Learning for Medical Concepts,"Learning efficient representations for concepts has been proven to be an important basis for many applications such as machine translation or document classification. Proper representations of medical concepts such as diagnosis, medication, procedure codes and visits will have broad applications in healthcare analytics. However, in Electronic Health Records (EHR) the visit sequences of patients include multiple concepts (diagnosis, procedure, and medication codes) per visit. This structure provides two types of relational information, namely sequential order of visits and co-occurrence of the codes within each visit. In this work, we propose Med2Vec, which not only learns distributed representations for both medical codes and visits from a large EHR dataset with over 3 million visits, but also allows us to interpret the learned representations confirmed positively by clinical experts. In the experiments, Med2Vec displays significant improvement in key medical applications compared to popular baselines such as Skip-gram, GloVe and stacked autoencoder, while providing clinically meaningful interpretation."
medical,CNN-based Segmentation of Medical Imaging Data,"Convolutional neural networks have been applied to a wide variety of computer vision tasks. Recent advances in semantic segmentation have enabled their application to medical image segmentation. While most CNNs use two-dimensional kernels, recent CNN-based publications on medical image segmentation featured three-dimensional kernels, allowing full access to the three-dimensional structure of medical images. Though closely related to semantic segmentation, medical image segmentation includes specific challenges that need to be addressed, such as the scarcity of labelled data, the high class imbalance found in the ground truth and the high memory demand of three-dimensional images. In this work, a CNN-based method with three-dimensional filters is demonstrated and applied to hand and brain MRI. Two modifications to an existing CNN architecture are discussed, along with methods on addressing the aforementioned challenges. While most of the existing literature on medical image segmentation focuses on soft tissue and the major organs, this work is validated on data both from the central nervous system as well as the bones of the hand."
medical,Medical Image Retrieval using Deep Convolutional Neural Network,"With a widespread use of digital imaging data in hospitals, the size of medical image repositories is increasing rapidly. This causes difficulty in managing and querying these large databases leading to the need of content based medical image retrieval (CBMIR) systems. A major challenge in CBMIR systems is the semantic gap that exists between the low level visual information captured by imaging devices and high level semantic information perceived by human. The efficacy of such systems is more crucial in terms of feature representations that can characterize the high-level information completely. In this paper, we propose a framework of deep learning for CBMIR system by using deep Convolutional Neural Network (CNN) that is trained for classification of medical images. An intermodal dataset that contains twenty four classes and five modalities is used to train the network. The learned features and the classification results are used to retrieve medical images. For retrieval, best results are achieved when class based predictions are used. An average classification accuracy of 99.77% and a mean average precision of 0.69 is achieved for retrieval task. The proposed method is best suited to retrieve multimodal medical images for different body organs."
medical,Learning and inference in knowledge-based probabilistic model for   medical diagnosis,"Based on a weighted knowledge graph to represent first-order knowledge and combining it with a probabilistic model, we propose a methodology for the creation of a medical knowledge network (MKN) in medical diagnosis. When a set of symptoms is activated for a specific patient, we can generate a ground medical knowledge network composed of symptom nodes and potential disease nodes. By Incorporating a Boltzmann machine into the potential function of a Markov network, we investigated the joint probability distribution of the MKN. In order to deal with numerical symptoms, a multivariate inference model is presented that uses conditional probability. In addition, the weights for the knowledge graph were efficiently learned from manually annotated Chinese Electronic Medical Records (CEMRs). In our experiments, we found numerically that the optimum choice of the quality of disease node and the expression of symptom variable can improve the effectiveness of medical diagnosis. Our experimental results comparing a Markov logic network and the logistic regression algorithm on an actual CEMR database indicate that our method holds promise and that MKN can facilitate studies of intelligent diagnosis."
